Serial_Number,Serial Number,MQ2,MQ3,MQ5,MQ6,MQ7,MQ8,MQ135,Gas,Corresponding Image Name
1766,135,647,525,409,396,634,578,429,NoGas,135_NoGas
1767,963,737,533,382,375,517,518,453,Perfume,963_Perfume
1768,400,793,529,493,492,682,744,504,Perfume,400_Perfume
1769,653,564,348,326,367,571,558,282,Smoke,653_Smoke
1770,186,545,401,386,354,423,261,374,Mixture,186_Mixture
1771,1425,720,520,445,447,672,725,482,Perfume,1425_Perfume
1772,322,741,527,418,417,642,640,454,NoGas,322_NoGas
1773,84,522,363,359,393,576,561,295,Smoke,84_Smoke
1774,805,684,439,463,423,544,422,456,Mixture,805_Mixture
1775,517,734,529,402,395,602,572,436,Perfume,517_Perfume
1776,672,658,418,457,415,552,388,433,Mixture,672_Mixture
1777,1453,759,526,403,403,535,592,485,NoGas,1453_NoGas
1778,771,782,528,462,463,633,720,500,NoGas,771_NoGas
1779,561,768,529,453,466,654,735,499,NoGas,561_NoGas
1780,1576,750,527,440,440,656,679,462,Perfume,1576_Perfume
1781,940,760,529,416,416,557,627,476,NoGas,940_NoGas
1782,411,566,412,381,354,424,264,384,Mixture,411_Mixture
1783,1508,652,442,441,399,456,299,416,Mixture,1508_Mixture
1784,341,588,346,360,388,573,568,280,Smoke,341_Smoke
1785,1326,513,409,358,337,373,247,365,Mixture,1326_Mixture
1786,716,761,530,434,443,609,680,469,NoGas,716_NoGas
1787,789,677,431,457,412,489,371,431,Mixture,789_Mixture
1788,984,790,530,496,466,665,702,502,NoGas,984_NoGas
1789,314,740,530,422,422,649,659,460,NoGas,314_NoGas
1790,1371,716,529,367,352,468,434,475,Perfume,1371_Perfume
1791,1033,754,532,403,403,545,586,464,NoGas,1033_NoGas
1792,1381,808,528,543,514,639,772,583,Perfume,1381_Perfume
1793,1433,761,419,365,372,596,647,354,Smoke,1433_Smoke
1794,1054,741,531,380,373,498,505,455,Perfume,1054_Perfume
1795,1099,750,531,388,382,514,535,474,Perfume,1099_Perfume
1796,1572,739,441,325,347,592,623,345,Smoke,1572_Smoke
1797,1265,683,444,488,436,540,485,469,Mixture,1265_Mixture
1798,1305,784,530,438,429,563,567,477,NoGas,1305_NoGas
1799,1493,782,530,442,437,567,663,513,NoGas,1493_NoGas
1800,800,563,364,314,356,576,554,285,Smoke,800_Smoke
1801,372,705,435,466,427,528,392,435,Mixture,372_Mixture
1802,651,776,531,471,480,677,737,500,Perfume,651_Perfume
1803,660,767,532,450,457,641,719,489,Perfume,660_Perfume
1804,1555,755,442,388,375,592,641,348,Smoke,1555_Smoke
1805,1317,656,394,297,334,584,592,327,Smoke,1317_Smoke
1806,565,764,530,444,457,640,718,488,NoGas,565_NoGas
1807,807,798,530,512,498,690,746,516,Perfume,807_Perfume
1808,1075,607,383,308,347,585,583,308,Smoke,1075_Smoke
1809,1030,740,532,381,373,517,517,459,Perfume,1030_Perfume
1810,889,797,530,497,482,652,707,508,Perfume,889_Perfume
1811,304,567,393,368,341,445,247,372,Mixture,304_Mixture
1812,1322,653,393,297,334,584,592,327,Smoke,1322_Smoke
1813,524,569,434,404,376,432,307,408,Mixture,524_Mixture
1814,1404,764,520,496,475,685,748,512,Perfume,1404_Perfume
1815,495,793,530,502,478,679,717,484,Perfume,495_Perfume
1816,158,663,414,441,410,529,358,419,Mixture,158_Mixture
1817,1059,739,528,378,371,496,497,451,Perfume,1059_Perfume
1818,25,548,343,370,400,572,582,303,Smoke,25_Smoke
1819,1520,688,525,406,397,637,595,438,Perfume,1520_Perfume
1820,1574,589,426,443,397,466,312,426,Mixture,1574_Mixture
1821,1139,662,379,323,355,584,598,322,Smoke,1139_Smoke
1822,191,750,521,473,469,686,749,506,Perfume,191_Perfume
1823,810,800,530,515,504,692,751,524,Perfume,810_Perfume
1824,1365,721,529,370,353,472,440,478,Perfume,1365_Perfume
1825,1552,755,451,395,378,592,642,347,Smoke,1552_Smoke
1826,1252,786,532,459,459,617,715,514,NoGas,1252_NoGas
1827,585,751,530,414,420,603,650,465,NoGas,585_NoGas
1828,567,505,409,380,370,477,370,422,Mixture,567_Mixture
1829,297,504,397,365,336,412,248,369,Mixture,297_Mixture
1830,1323,653,395,297,334,584,591,326,Smoke,1323_Smoke
1831,209,700,526,414,412,646,637,449,NoGas,209_NoGas
1832,1114,752,538,401,401,537,583,466,NoGas,1114_NoGas
1833,770,582,351,315,356,577,562,289,Smoke,770_Smoke
1834,722,556,404,363,338,452,268,384,Mixture,722_Mixture
1835,239,534,350,337,373,562,546,279,Smoke,239_Smoke
1836,64,705,406,433,400,559,345,397,Mixture,64_Mixture
1837,923,612,419,431,401,488,355,436,Mixture,923_Mixture
1838,367,708,527,409,394,629,584,435,Perfume,367_Perfume
1839,221,606,362,353,373,565,564,285,Smoke,221_Smoke
1840,515,676,444,462,426,529,385,447,Mixture,515_Mixture
1841,1521,691,419,302,335,593,593,333,Smoke,1521_Smoke
1842,1361,514,403,355,334,379,244,356,Mixture,1361_Mixture
1843,940,546,421,397,369,412,305,414,Mixture,940_Mixture
1844,646,732,529,404,412,588,625,456,NoGas,646_NoGas
1845,1592,683,446,471,424,494,327,437,Mixture,1592_Mixture
1846,851,772,530,432,437,596,671,485,NoGas,851_NoGas
1847,1129,809,532,509,496,661,752,551,Perfume,1129_Perfume
1848,1344,525,408,358,336,376,245,358,Mixture,1344_Mixture
1849,887,509,408,360,337,378,253,375,Mixture,887_Mixture
1850,1333,711,531,365,350,466,433,470,Perfume,1333_Perfume
1851,1303,796,532,490,470,590,729,563,Perfume,1303_Perfume
1852,957,703,366,321,358,571,575,299,Smoke,957_Smoke
1853,273,715,526,406,402,634,609,441,NoGas,273_NoGas
1854,238,534,351,337,373,562,546,279,Smoke,238_Smoke
1855,338,766,527,466,475,682,741,492,Perfume,338_Perfume
1856,240,745,527,439,437,653,666,461,NoGas,240_NoGas
1857,165,649,526,446,440,653,624,472,Perfume,165_Perfume
1858,972,745,531,391,384,511,533,459,Perfume,972_Perfume
1859,990,604,410,392,361,429,282,398,Mixture,990_Mixture
1860,485,552,349,333,368,575,558,284,Smoke,485_Smoke
1861,713,565,354,369,381,574,561,288,Smoke,713_Smoke
1862,1127,744,537,394,391,526,554,458,NoGas,1127_NoGas
1863,148,542,358,357,393,583,573,302,Smoke,148_Smoke
1864,686,771,528,414,404,575,529,439,NoGas,686_NoGas
1865,389,556,351,334,373,569,556,281,Smoke,389_Smoke
1866,1115,700,389,350,368,586,597,324,Smoke,1115_Smoke
1867,856,704,366,403,403,574,648,372,Smoke,856_Smoke
1868,1178,593,439,411,385,442,315,429,Mixture,1178_Mixture
1869,1305,556,423,383,359,398,265,381,Mixture,1305_Mixture
1870,1039,663,446,457,416,508,365,448,Mixture,1039_Mixture
1871,1096,532,421,372,347,380,257,383,Mixture,1096_Mixture
1872,1432,773,531,426,431,560,653,495,NoGas,1432_NoGas
1873,1125,522,414,367,339,364,248,378,Mixture,1125_Mixture
1874,397,551,350,334,372,567,551,279,Smoke,397_Smoke
1875,1401,692,420,463,425,578,430,442,Mixture,1401_Mixture
1876,1350,779,405,394,382,588,628,346,Smoke,1350_Smoke
1877,245,616,397,412,373,484,282,389,Mixture,245_Mixture
1878,1505,646,438,440,397,462,302,416,Mixture,1505_Mixture
1879,261,645,345,364,389,572,571,285,Smoke,261_Smoke
1880,1311,718,536,372,359,471,452,479,Perfume,1311_Perfume
1881,854,709,364,410,408,574,647,363,Smoke,854_Smoke
1882,49,716,520,455,442,672,683,460,Perfume,49_Perfume
1883,894,797,531,498,480,668,722,510,Perfume,894_Perfume
1884,523,729,529,398,390,610,576,441,Perfume,523_Perfume
1885,767,788,528,482,476,656,733,506,NoGas,767_NoGas
1886,1191,528,430,374,353,393,271,395,Mixture,1191_Mixture
1887,1136,796,536,477,452,615,662,501,NoGas,1136_NoGas
1888,1171,605,398,316,355,595,581,325,Smoke,1171_Smoke
1889,1179,585,438,408,382,433,309,423,Mixture,1179_Mixture
1890,52,560,344,380,398,574,572,293,Smoke,52_Smoke
1891,232,782,524,497,466,677,693,506,Perfume,232_Perfume
1892,1570,799,524,499,488,620,749,572,NoGas,1570_NoGas
1893,236,778,524,501,481,686,732,524,Perfume,236_Perfume
1894,35,546,344,365,395,572,576,300,Smoke,35_Smoke
1895,560,569,348,330,369,574,559,292,Smoke,560_Smoke
1896,1462,641,438,446,407,492,330,439,Mixture,1462_Mixture
1897,1479,774,525,498,490,692,760,523,Perfume,1479_Perfume
1898,54,503,389,355,329,403,225,326,Mixture,54_Mixture
1899,228,509,389,359,328,406,232,354,Mixture,228_Mixture
1900,1155,628,449,432,408,487,359,437,Mixture,1155_Mixture
1901,467,580,352,349,378,576,565,286,Smoke,467_Smoke
1902,854,588,419,392,363,420,299,412,Mixture,854_Mixture
1903,1018,744,533,386,381,515,527,459,Perfume,1018_Perfume
1904,1076,565,431,394,366,403,278,402,Mixture,1076_Mixture
1905,290,556,344,338,375,572,558,282,Smoke,290_Smoke
1906,1363,768,533,413,411,534,598,477,NoGas,1363_NoGas
1907,1328,711,531,367,351,466,436,472,Perfume,1328_Perfume
1908,1216,751,534,397,393,522,559,465,NoGas,1216_NoGas
1909,527,738,531,400,399,601,595,445,NoGas,527_NoGas
1910,1494,656,439,445,403,472,313,423,Mixture,1494_Mixture
1911,26,560,516,373,335,661,446,412,NoGas,26_NoGas
1912,1489,758,427,368,370,607,628,356,Smoke,1489_Smoke
1913,73,647,522,417,404,662,622,442,NoGas,73_NoGas
1914,1280,777,398,376,365,583,624,349,Smoke,1280_Smoke
1915,378,746,526,416,421,627,639,452,NoGas,378_NoGas
1916,1018,584,364,305,346,581,565,294,Smoke,1018_Smoke
1917,292,758,530,444,449,667,714,480,NoGas,292_NoGas
1918,97,520,361,363,396,575,561,295,Smoke,97_Smoke
1919,1309,538,422,377,354,384,258,376,Mixture,1309_Mixture
1920,21,701,420,446,409,540,360,393,Mixture,21_Mixture
1921,260,740,526,460,464,681,738,495,Perfume,260_Perfume
1922,621,642,354,363,377,567,553,281,Smoke,621_Smoke
1923,1031,726,369,361,372,581,619,326,Smoke,1031_Smoke
1924,93,676,527,427,426,658,671,458,NoGas,93_NoGas
1925,969,745,531,396,393,538,564,462,NoGas,969_NoGas
1926,327,740,527,419,415,630,621,446,NoGas,327_NoGas
1927,1306,550,422,381,357,394,262,380,Mixture,1306_Mixture
1928,336,581,344,355,386,572,565,280,Smoke,336_Smoke
1929,222,510,390,360,329,407,233,355,Mixture,222_Mixture
1930,1539,674,524,397,385,632,571,431,Perfume,1539_Perfume
1931,733,750,529,413,418,594,639,461,NoGas,733_NoGas
1932,312,536,392,371,345,445,248,370,Mixture,312_Mixture
1933,1040,698,378,375,377,582,631,327,Smoke,1040_Smoke
1934,1192,729,520,377,362,495,479,482,Perfume,1192_Perfume
1935,48,523,345,375,397,575,572,293,Smoke,48_Smoke
1936,1506,758,419,329,344,592,615,338,Smoke,1506_Smoke
1937,815,797,530,505,497,693,756,523,Perfume,815_Perfume
1938,737,728,531,386,383,566,555,443,Perfume,737_Perfume
1939,1264,694,443,496,443,566,516,472,Mixture,1264_Mixture
1940,1174,786,529,467,452,583,688,505,NoGas,1174_NoGas
1941,979,583,407,377,350,412,265,383,Mixture,979_Mixture
1942,908,739,530,389,382,527,536,453,Perfume,908_Perfume
1943,269,739,525,454,455,669,707,478,Perfume,269_Perfume
1944,1499,738,527,450,451,668,702,476,Perfume,1499_Perfume
1945,306,552,393,369,343,442,247,371,Mixture,306_Mixture
1946,115,771,525,503,493,688,753,519,Perfume,115_Perfume
1947,1423,777,529,444,452,582,688,507,NoGas,1423_NoGas
1948,865,536,413,374,348,389,267,390,Mixture,865_Mixture
1949,209,685,359,396,397,570,578,295,Smoke,209_Smoke
1950,1079,562,430,388,361,397,274,398,Mixture,1079_Mixture
1951,1320,717,534,368,356,466,444,475,Perfume,1320_Perfume
1952,1237,721,518,375,361,482,464,478,Perfume,1237_Perfume
1953,71,649,522,419,405,665,627,443,NoGas,71_NoGas
1954,1496,779,529,437,434,562,652,510,NoGas,1496_NoGas
1955,886,604,368,318,355,579,599,315,Smoke,886_Smoke
1956,1144,642,379,314,350,586,592,320,Smoke,1144_Smoke
1957,131,565,355,360,394,581,575,300,Smoke,131_Smoke
1958,288,766,527,454,456,670,722,483,NoGas,288_NoGas
1959,26,637,417,419,385,479,327,382,Mixture,26_Mixture
1960,1124,809,532,535,521,689,764,558,Perfume,1124_Perfume
1961,89,628,522,407,389,643,569,425,Perfume,89_Perfume
1962,1149,748,533,392,386,525,543,500,Perfume,1149_Perfume
1963,1261,725,533,369,356,471,450,476,Perfume,1261_Perfume
1964,188,763,523,459,438,653,601,460,NoGas,188_NoGas
1965,734,731,531,389,385,567,559,444,Perfume,734_Perfume
1966,487,683,443,465,428,534,405,442,Mixture,487_Mixture
1967,285,768,528,460,464,665,720,480,NoGas,285_NoGas
1968,1085,777,533,441,437,584,671,491,NoGas,1085_NoGas
1969,375,567,351,337,375,570,562,283,Smoke,375_Smoke
1970,1016,745,534,386,381,517,532,460,Perfume,1016_Perfume
1971,1133,804,531,490,479,624,737,542,Perfume,1133_Perfume
1972,891,771,530,437,432,575,575,465,NoGas,891_NoGas
1973,333,511,386,356,328,412,233,356,Mixture,333_Mixture
1974,812,801,530,518,511,695,757,528,Perfume,812_Perfume
1975,609,531,349,323,366,572,546,282,Smoke,609_Smoke
1976,1222,794,523,478,461,584,702,552,Perfume,1222_Perfume
1977,1555,803,530,510,479,600,748,563,NoGas,1555_NoGas
1978,304,680,528,401,390,636,581,435,Perfume,304_Perfume
1979,176,685,522,414,406,645,621,448,NoGas,176_NoGas
1980,1393,701,410,305,340,596,606,345,Smoke,1393_Smoke
1981,17,722,417,453,414,565,371,394,Mixture,17_Mixture
1982,1411,770,521,498,484,695,764,531,Perfume,1411_Perfume
1983,509,682,442,463,424,542,376,444,Mixture,509_Mixture
1984,1575,691,428,300,333,592,600,336,Smoke,1575_Smoke
1985,1468,778,524,494,481,690,754,531,Perfume,1468_Perfume
1986,866,742,529,394,387,535,553,459,Perfume,866_Perfume
1987,270,591,348,346,379,572,563,284,Smoke,270_Smoke
1988,1298,748,532,394,392,527,561,468,NoGas,1298_NoGas
1989,883,510,407,357,331,367,249,373,Mixture,883_Mixture
1990,78,633,522,411,394,651,589,432,Perfume,78_Perfume
1991,274,714,527,407,402,633,607,440,NoGas,274_NoGas
1992,1446,693,413,300,333,596,604,337,Smoke,1446_Smoke
1993,157,697,522,420,416,649,653,453,NoGas,157_NoGas
1994,274,579,347,344,377,571,562,283,Smoke,274_Smoke
1995,935,797,533,499,484,676,728,512,Perfume,935_Perfume
1996,804,667,437,455,418,541,405,456,Mixture,804_Mixture
1997,1335,796,534,485,471,623,710,516,NoGas,1335_NoGas
1998,322,507,390,363,336,422,242,362,Mixture,322_Mixture
1999,798,797,530,506,487,684,733,512,Perfume,798_Perfume
2000,773,780,529,456,457,624,713,497,NoGas,773_NoGas
2001,822,778,531,450,442,638,635,478,NoGas,822_NoGas
2002,1263,728,533,370,355,470,448,475,Perfume,1263_Perfume
2003,320,739,530,417,417,642,644,455,NoGas,320_NoGas
2004,699,791,528,503,487,683,734,502,Perfume,699_Perfume
2005,631,609,351,374,391,574,575,284,Smoke,631_Smoke
2006,1098,531,421,371,346,377,255,381,Mixture,1098_Mixture
2007,1077,789,532,478,463,630,705,503,NoGas,1077_NoGas
2008,1034,672,445,458,416,499,354,443,Mixture,1034_Mixture
2009,1550,796,530,466,440,569,720,549,NoGas,1550_NoGas
2010,1448,763,529,408,409,541,606,488,NoGas,1448_NoGas
2011,847,685,363,377,389,574,618,318,Smoke,847_Smoke
2012,243,746,527,436,434,650,661,459,NoGas,243_NoGas
2013,1230,726,515,376,365,483,471,481,Perfume,1230_Perfume
2014,930,796,532,505,487,682,739,523,Perfume,930_Perfume
2015,542,523,420,373,346,400,263,383,Mixture,542_Mixture
2016,395,552,350,334,372,566,550,278,Smoke,395_Smoke
2017,1583,686,429,299,333,591,598,335,Smoke,1583_Smoke
2018,1366,766,538,409,404,532,594,478,NoGas,1366_NoGas
2019,63,666,521,430,422,670,659,452,Perfume,63_Perfume
2020,1420,743,521,462,460,682,743,499,Perfume,1420_Perfume
2021,276,574,346,343,377,572,561,283,Smoke,276_Smoke
2022,1236,511,402,359,338,370,238,350,Mixture,1236_Mixture
2023,475,566,352,338,371,575,561,285,Smoke,475_Smoke
2024,578,550,349,325,366,575,555,289,Smoke,578_Smoke
2025,1047,730,374,368,376,582,627,324,Smoke,1047_Smoke
2026,112,660,524,416,410,648,624,444,NoGas,112_NoGas
2027,610,531,345,323,366,570,544,282,Smoke,610_Smoke
2028,55,565,515,371,331,629,417,387,NoGas,55_NoGas
2029,1001,804,532,510,500,689,747,528,Perfume,1001_Perfume
2030,685,735,528,381,385,565,521,432,NoGas,685_NoGas
2031,43,710,520,449,441,671,691,463,Perfume,43_Perfume
2032,1277,756,415,384,382,596,644,375,Smoke,1277_Smoke
2033,275,744,526,454,455,666,696,473,Perfume,275_Perfume
2034,994,793,530,487,471,646,697,500,NoGas,994_NoGas
2035,1517,687,525,406,398,636,599,439,Perfume,1517_Perfume
2036,110,661,523,416,411,650,630,446,NoGas,110_NoGas
2037,1388,749,530,392,388,511,542,464,NoGas,1388_NoGas
2038,1023,761,531,412,412,552,613,471,NoGas,1023_NoGas
2039,661,557,348,323,365,580,561,284,Smoke,661_Smoke
2040,136,698,525,443,446,663,707,472,Perfume,136_Perfume
2041,237,579,398,419,379,504,306,382,Mixture,237_Mixture
2042,1478,647,439,442,401,471,314,428,Mixture,1478_Mixture
2043,383,560,350,335,373,563,552,279,Smoke,383_Smoke
2044,963,535,407,364,340,386,259,380,Mixture,963_Mixture
2045,178,515,347,346,374,564,546,283,Smoke,178_Smoke
2046,168,640,413,436,403,499,344,412,Mixture,168_Mixture
2047,1588,684,428,298,333,591,597,335,Smoke,1588_Smoke
2048,1543,763,431,347,347,593,605,334,Smoke,1543_Smoke
2049,945,518,416,377,352,386,281,397,Mixture,945_Mixture
2050,568,760,528,436,449,631,706,483,NoGas,568_NoGas
2051,786,570,359,314,356,576,558,287,Smoke,786_Smoke
2052,600,520,399,358,331,391,240,357,Mixture,600_Mixture
2053,171,741,526,483,460,663,713,503,Perfume,171_Perfume
2054,1443,764,530,412,416,547,620,490,NoGas,1443_NoGas
2055,1308,662,399,298,335,586,596,330,Smoke,1308_Smoke
2056,1156,744,528,389,381,521,532,497,Perfume,1156_Perfume
2057,312,537,344,335,375,571,552,281,Smoke,312_Smoke
2058,1127,716,382,365,380,584,617,333,Smoke,1127_Smoke
2059,781,573,353,314,356,576,559,288,Smoke,781_Smoke
2060,432,636,417,413,384,474,297,398,Mixture,432_Mixture
2061,529,602,349,351,377,573,558,280,Smoke,529_Smoke
2062,215,635,358,365,382,565,569,287,Smoke,215_Smoke
2063,671,679,416,458,413,542,380,429,Mixture,671_Mixture
2064,1444,693,413,299,332,597,604,337,Smoke,1444_Smoke
2065,1334,798,533,489,476,633,712,517,NoGas,1334_NoGas
2066,1570,744,440,330,350,591,625,345,Smoke,1570_Smoke
2067,1524,618,438,423,389,439,290,409,Mixture,1524_Mixture
2068,1300,711,409,322,350,586,623,348,Smoke,1300_Smoke
2069,1388,802,528,521,506,615,752,580,Perfume,1388_Perfume
2070,887,603,368,317,354,579,598,315,Smoke,887_Smoke
2071,752,631,421,439,398,501,339,428,Mixture,752_Mixture
2072,669,551,347,321,364,573,553,280,Smoke,669_Smoke
2073,1461,755,527,397,397,528,574,482,NoGas,1461_NoGas
2074,1545,783,526,490,470,679,715,489,Perfume,1545_Perfume
2075,787,762,529,426,432,588,660,477,NoGas,787_NoGas
2076,447,676,352,345,378,576,565,282,Smoke,447_Smoke
2077,1201,756,406,373,388,594,631,340,Smoke,1201_Smoke
2078,1510,648,442,439,397,453,298,416,Mixture,1510_Mixture
2079,540,623,348,351,379,574,571,302,Smoke,540_Smoke
2080,1281,759,533,405,406,536,602,477,NoGas,1281_NoGas
2081,6,556,518,375,337,665,451,416,NoGas,6_NoGas
2082,1223,515,416,368,345,400,268,385,Mixture,1223_Mixture
2083,205,713,355,393,391,569,569,294,Smoke,205_Smoke
2084,1052,743,529,381,375,499,508,455,Perfume,1052_Perfume
2085,626,725,530,391,385,583,558,444,Perfume,626_Perfume
2086,480,720,530,396,388,625,579,445,Perfume,480_Perfume
2087,65,652,522,421,411,666,638,446,NoGas,65_NoGas
2088,272,738,527,450,451,668,702,476,Perfume,272_Perfume
2089,537,630,348,359,383,574,575,306,Smoke,537_Smoke
2090,1211,806,523,521,500,661,762,569,Perfume,1211_Perfume
2091,1004,589,373,306,346,581,566,295,Smoke,1004_Smoke
2092,1093,751,532,390,388,517,547,476,Perfume,1093_Perfume
2093,359,709,526,409,398,631,594,437,Perfume,359_Perfume
2094,725,756,529,420,428,585,641,453,NoGas,725_NoGas
2095,786,763,528,427,432,589,662,478,NoGas,786_NoGas
2096,1134,788,536,465,438,601,638,493,NoGas,1134_NoGas
2097,706,537,349,325,365,571,546,278,Smoke,706_Smoke
2098,720,738,530,394,394,566,574,442,Perfume,720_Perfume
2099,767,584,350,316,356,577,563,289,Smoke,767_Smoke
2100,646,574,351,332,370,570,564,284,Smoke,646_Smoke
2101,7,714,401,404,371,577,307,373,Mixture,7_Mixture
2102,56,679,520,443,436,678,678,462,Perfume,56_Perfume
2103,965,530,407,365,341,386,260,380,Mixture,965_Mixture
2104,1421,769,418,373,375,596,655,359,Smoke,1421_Smoke
2105,749,626,420,441,402,509,356,431,Mixture,749_Mixture
2106,396,537,418,381,353,402,274,382,Mixture,396_Mixture
2107,937,580,424,416,387,448,319,421,Mixture,937_Mixture
2108,1282,774,535,436,427,557,577,499,Perfume,1282_Perfume
2109,87,685,525,433,435,672,690,465,NoGas,87_NoGas
2110,735,634,410,421,390,536,344,429,Mixture,735_Mixture
2111,1232,790,530,478,456,608,664,497,NoGas,1232_NoGas
2112,811,750,530,404,405,566,599,462,NoGas,811_NoGas
2113,91,678,525,428,429,654,671,457,NoGas,91_NoGas
2114,234,536,355,337,373,562,547,279,Smoke,234_Smoke
2115,1591,780,527,436,431,553,645,534,NoGas,1591_NoGas
2116,1313,526,418,370,348,379,255,373,Mixture,1313_Mixture
2117,1563,775,442,363,365,591,636,348,Smoke,1563_Smoke
2118,946,739,534,390,385,521,537,454,Perfume,946_Perfume
2119,436,535,352,330,370,577,552,280,Smoke,436_Smoke
2120,1524,762,534,405,400,543,587,511,NoGas,1524_NoGas
2121,194,529,397,372,341,412,247,367,Mixture,194_Mixture
2122,98,538,399,374,341,414,253,357,Mixture,98_Mixture
2123,380,745,529,417,419,623,633,450,NoGas,380_NoGas
2124,771,746,530,399,398,564,583,459,Perfume,771_Perfume
2125,1416,790,419,366,367,598,644,359,Smoke,1416_Smoke
2126,899,792,532,478,459,638,689,497,NoGas,899_NoGas
2127,410,547,352,332,373,573,553,280,Smoke,410_Smoke
2128,1093,601,383,308,348,586,579,307,Smoke,1093_Smoke
2129,78,693,415,443,410,547,349,402,Mixture,78_Mixture
2130,1585,710,527,409,399,632,596,438,Perfume,1585_Perfume
2131,659,727,524,395,400,580,595,449,NoGas,659_NoGas
2132,695,783,529,471,451,663,675,479,NoGas,695_NoGas
2133,967,747,530,390,387,514,542,461,Perfume,967_Perfume
2134,1457,757,528,401,400,531,583,483,NoGas,1457_NoGas
2135,1364,518,404,356,335,377,244,355,Mixture,1364_Mixture
2136,407,533,413,377,350,407,263,381,Mixture,407_Mixture
